name,type,parent,boundry
Faridabad,City,Haryana,0103000000010000001B000000FFFFFF179F535340F8E3F8FF957D3C4000000068C9515340B8A7F04D897F3C4000000080A35053402D4A6C7EC27D3C40000000D0814F5340D2284D7C0A7C3C4000000000714E534074818CBBBA763C40000000705A4F5340F249AC1E1F743C4000000018674F53408F8A25BFCD6D3C40000000D4064E53403EDF883BE56A3C4000000070B74C5340B34DD8F69A683C4000000000364D5340D7A18B47DE5F3C40000000409B4D5340B0DD9D6D1F563C4000000040D64E5340FBDB76E4EB4D3C4000000080EF4F5340FF17C291994B3C40000000802A515340C74F44B3E5493C4000000070B15253405D6A3A1B7C483C4000000000D35553404BC9CA7296493C40000000C0E3575340B96AFCA69C4D3C40000000A0105A5340872318F00F593C40000000F0835A534082B1D4F2466C3C40000000D0C15A53401C29CB97A9743C40000000806D59534008632E8465753C40000000806D5953405EA9EF29AE783C40000000500858534078AD5D81F4793C40000000E04B575340233C1997597C3C40000000000E57534001B77D22987F3C4000000080435653409BF8F10108833C40FFFFFF179F535340F8E3F8FF957D3C40
Ghaziabad,City,Uttar Pradesh,0103000000010000004D000000000000B8B2545340B63413C120AD3C400000009CB0545340B7FC54134AAC3C40000000E8AF5453400B1E297CB8AB3C4000000008EB535340DA847723FAA43C40000000200E55534001F5AC138FA13C400000004651555340BAC2464EDFA13C40000000C03D585340E4037C32D4A13C4000000080405953404AE30C2DC1A23C40000000C0A55953405ACE4D9518A13C4000000060325A5340B79C0EF70DA03C40FFFFFF7FF4595340C680A4F3339E3C40000000D0E0595340DD08B201B29B3C4000000020545A5340BF9C60DB1D9B3C4000000020815A53408C555D24F79B3C4000000000195B5340BF9C60DB1D9B3C4000000040245B53403888BE94939A3C40000000A02C5C5340763CD9DE6C9B3C40000000307E5C53402A61B30A0F9B3C40000000C0CF5C534043C55EA03F9A3C4000000028855D53402B5F0D93D49B3C40000000B8305E5340D0C46D108C9D3C400000007C995E5340E86BFD69B99B3C40000000BC2B5F53409F11C31A009E3C400000002CDA5E5340C9C443AE0F9F3C4000000008A45E53407BFC0837AB9F3C40000000E80E5F534001B6217471A13C40000000A0835F53409C300376D3A03C40000000202160534009EB1437FA9F3C4000000030E360534084740CE712A03C400000007822615340522E84F398A13C40000000087461534021FFC0238AA13C40000000C0BB6153400A79CC9BEDA23C40000000A0456153404872026D82A43C40000000EC446153400E28F0FF8CA53C40000000F0E56153406405334B4FA53C40000000E031625340AC5626A6B7A63C400000005067625340B6A83454B8A73C40000000B8686253400B36D374D5AA3C400000005067625340C4E651E216AD3C40000000E865625340AD9DC4E4F9AD3C40000000586E6253402C695AF904B03C40000000A08E635340245BA47776B03C40FFFFFF2FB3635340A715D57BC0B03C40FFFFFF0FB66253403339AFB5CDB63C40FFFFFF3F7B5E5340E4B34C3ED0BB3C40FFFFFF3FF45D5340040682730ABA3C4000000060135B534014CD9831AABE3C40000000C03D585340E19334F20ABB3C40000000806255534062E96DB8F6B93C40000000A0BC5353409349D779C0C43C40000000E06D535340FEF1D97974CC3C40000000700B5353402B8FCBE0CCCB3C4000000030D3525340CE9BFFF708CF3C40000000C877525340A80A94C076D43C4000000058BB5153404E39E222C1D63C400000005826505340C732B86228D63C40000000D0DB4F534023D6F81C5ED43C4000000070004F53402CF2F59A91D33C400000001CEC4D5340A10ADB14D7D53C40000000B8AA4D53401254CA6744D03C4000000028784C53408D17825EAED03C400000006C704C5340C6DAF99C5ECD3C4000000088F94C534051E7878A1DCA3C40000000F0624E534039EEFBE69AC93C4000000014E54D5340C8B8DE3924C83C4000000048374F5340C709590A5DC23C40000000683450534088C2BDF2B4C03C40000000BC6750534038F141156CBD3C40000000CCA2505340947BC4C7F0BC3C4000000088B851534043811BF708BC3C400000009C3A525340268D6F6077B63C40FFFFFFEFB6545340CCA92AB53CB73C40FFFFFF3F7654534026CA15C02EB43C40000000A82B55534018C753C938B03C40000000DC4255534032D06717CEAE3C40FFFFFF2FC254534061A7B7E1D4AD3C40000000B8B2545340B63413C120AD3C40
Noida,City,Uttar Pradesh,0103000000010000004C00000000000014D1525340981A11F22A933C4000000044CE525340ABF5BA8E69943C4000000020A6535340E4F04659C3983C40FFFFFFE5835553400DBF250BD79B3C400000001267555340B164A0C280A03C40000000200E55534001F5AC138FA13C40000000A051555340BAC2464EDFA13C40000000C03D585340E4037C32D4A13C40000000804059534003542F3DBCA23C40000000C0A55953405ACE4D9518A13C4000000060325A5340B79C0EF70DA03C40FFFFFF7FF4595340C680A4F3339E3C40000000D0E0595340DD08B201B29B3C40FFFFFF87555A5340BF9C60DB1D9B3C40000000B87F5A534032092E34F29B3C40000000A8CB5A534099524B708F9B3C40FFFFFF97175B5340BF9C60DB1D9B3C4000000040245B53403888BE94939A3C4000000008205B534025BA1B102B993C4000000080025B53406F3980347E983C40FFFFFFE7D65A5340B71DE8FF3D983C4000000050AB5A53403E4855E4A4973C4000000098905A53400DBEBA7432963C40000000086C5A5340E5254CF167953C40FFFFFF7F7B5A5340D4F2FF066C943C4000000050D85A534092612C3966933C40000000280F5B53403F9A9991A5923C40000000C8145B5340E7A8EC9BFD913C4000000090E35A5340DC61259A06913C40FFFFFFD79B5A53406EEFD8F994903C4000000030165B5340095C3B13948F3C40000000185B5B534039C1DD0D498E3C40000000805C5B5340D5506F04FE8C3C40FFFFFF8F3D5B5340B34335E6078D3C4000000010FA5A5340D287F1F2AA8D3C4000000010CD5A5340BC53A521488D3C40000000B0FF5A5340BF450FAB238B3C4000000008205B534049D94A4E458A3C4000000020625B5340210983F1BA893C4000000060C75B5340EF45BFE06B893C4000000000CD5B5340C10010AD7E883C40000000E0B05B5340FDAB0F5647873C40000000F8C55B534075A77A0FB0833C40000000A0FF5B5340EC1CCD59EA823C4000000078095C534071BFFA015B823C4000000088EA5B534044751B8481813C4000000000CD5B5340BAE61873D9803C4000000070D55B5340B3E1D3B26C803C40000000F0185C5340B215FC2645803C40000000408C5C534033DB9EE10A813C40FFFFFFB79B5C53409C56111EA4813C40000000D8B75C5340B7DEFBB7C6813C4000000050C75C53403F27F5668B813C40000000C8A95C5340C8E6450DFC803C4000000078BD5C5340029997A918803C4000000000085D5340B1B759C167803C40000000305F5D5340B5DE77184A803C40000000E8A65D5340AD48D0A46B7F3C4000000050A85D5340C908465E257E3C40000000B0CF5D53407CEFCCFCEE7D3C40000000A01B5E534066E08489167E3C4000000010CA5D5340C52F97AC5A7D3C40000000804B5D5340815AFEB987793C40000000C87C5C5340191123E3357B3C40000000609A5B5340EC1D4047FD783C40000000608C5A534043281EF3257A3C40000000C0595A53400AC8F7444B783C4000000000BF5A53401C29CB97A9743C40000000806D595340357E31A05B753C40000000806D59534059F59C0DB8783C4000000080055853401801CE9DEA793C40000000E04B575340CC936E7A637C3C40000000000E5753406C3D753F8E7F3C40000000847C555340D58CC00E5F863C40000000341A535340D78332849F8E3C4000000014D1525340981A11F22A933C40
Greater Noida,City,Uttar Pradesh,01030000000100000046000000000000D0185E534066E08489167E3C40000000E0CC5D5340584FFCDFF87D3C4000000050A85D5340C94758A60C7E3C4000000050A85D534007144AB3667F3C40000000305F5D5340B5DE77184A803C4000000000085D5340B1B759C167803C40000000B0C15C5340029997A918803C4000000000AE5C53402EB87647E8803C4000000020CA5C53404DA7615890813C4000000070D55B5340D6B164DE5D803C4000000010085C534003FE843CF4823C4000000030CA5B53402061D42CA6833C4000000010AE5B534064D55E3851873C4000000000CD5B5340233FCDD170893C40000000A01E5B5340C99F4E3F4A8A3C4000000040CA5A53401619054F398D3C40000000B0595B5340483F4E7DD68C3C40000000B0595B534070F7091D448E3C4000000030165B5340362BC3F49D8F3C4000000010A05A5340E0C4F63681903C4000000030165B5340836545ABF8913C4000000050D85A53404A6283FB79933C40000000A06A5A534018DC47D271953C40000000F0B05A53407212FE4187973C40000000E0295B5340AE2A283F1C993C40000000B02C5B53403888BE94939A3C40000000702F5C534074686DFE629B3C40FFFFFF5F7B5C5340CF2B791A0A9B3C40000000F0CC5C534036D01AB03A9A3C4000000090865D5340D672DCA2CF9B3C4000000020325E5340D0C46D108C9D3C40000000309A5E5340DD08B201B29B3C40000000402F5F5340503C72D2EE9D3C4000000050FF6053408F6D671C42973C400000003086635340BA7E7999748D3C40000000F03F625340B37B64C7718A3C40FFFFFF2FB066534085BBFEBFAA753C40000000B04D675340C47603E012723C40FFFFFF7F6F665340307EB07B10703C400000003075655340DC999CC5996F3C400000005056645340247048477D683C4000000040E0625340EAAF9DB21D633C4000000050596153409C4E6E90C35A3C400000007067605340697FF2A4A86B3C40000000D0AD5F5340349E8B708D6D3C4000000080C15F5340E4D7E9843F6E3C40000000F0F65F5340FD39D94792713C4000000040B65F534012E6450262723C4000000090755F534049D7BA394E723C40000000C0455F534020794E2A0A733C4000000090485F534032A9050CDB743C4000000050E35E5340C4C9E887BE753C4000000070A55E53400066254C79753C40000000107E5E5340C9D47EC303763C4000000060C45E534033BE415684763C40000000A0A25E53400667D6ECB6773C4000000080FF5D53407C389204FB763C4000000010CA5D5340B799E27BDE773C40000000D0915D5340C74C9963F3783C4000000040C75D5340EA1C930F1C7A3C4000000080D25D534073032FF21A793C40000000E0265E53405AE1ABD6D6793C40000000B0565E534035A69C63097B3C40000000502F5E53400DE6D0EEE27B3C4000000010CA5D5340E8A16026287C3C4000000060105E534007B0BA078B7C3C40000000502F5E5340F8E3F8FF957D3C40000000C0915E53402AD5D9023D7D3C4000000040A85E53401AC22AC3027E3C40000000D0185E534066E08489167E3C40
Sunk Rock,Island,Mumbai,0103000000010000000B000000000000B93B3552404D801E0543E33240000000103F3552404D801E0543E3324000000048433552402E22586234E33240000000F946355240E950AECF07E33240000000DD4435524050D9F087EEE23240FFFFFFC33F355240D1902F40D5E23240000000513A3552409352E095D4E2324000000046363552402547E63BDDE232400000004933355240255BA683F6E23240000000C232355240B8A1ED1E13E33240000000B93B3552404D801E0543E33240
South Delhi,Zone,Delhi,010300000001000000690000000000001D884753405480B2C8AB7C3C400000004712485340E5E8A95F147C3C40000000A13F485340F3960885127C3C40FFFFFF8767485340233C1997597C3C400000009C8F48534040713BE11E7C3C40000000FE9648534090B77E293D7C3C40FFFFFF63B8485340C6FB821A0B7C3C40000000E8BB485340E2F380D8167C3C4000000014F9485340956D1D698C7B3C40FFFFFF2334495340191123E3357B3C400000008041495340CE3D81E0E77B3C400000004450495340039766255D7D3C40000000246149534047CB41FA6B7D3C40000000AC7E495340C3517BE5227E3C40000000C853495340A19E4655547E3C400000000832495340202E24F27C7F3C40000000587849534026FDDFC1E47F3C40FFFFFFAFC54953400CF9C1BC3D803C400000009CF7495340534BA7655B803C40000000A8454A53406852DFCF62803C4000000000C04A5340100357CABB803C4000000090114B5340A31B03032B813C40000000743C4B534014E3AEEB0B823C4000000014154B534071BFFA015B823C40000000ECF14A53406D7C4C35A0823C4000000044124B534014ADFDAE26843C400000005CFA4A53409868AC2A53843C40000000C0E14A5340E66F919784843C400000008CF74A5340A61F4D9107853C400000002CD04A5340DE66F7CE1D853C4000000080D64A53403298A69BAF853C40000000BCC74A5340CCFC1B7EB9853C40000000001A4B5340878A0C955A893C400000001C764B53401A289DABA18B3C4000000020904B5340F653DC9BA28C3C40FFFFFFC3AF4B53408631F203288D3C4000000060C84B534035204541C08C3C40000000480D4C53403BC7635F7B8F3C4000000048674C5340254B0745078F3C400000006C9D4C5340DD567163FD8E3C4000000028D24C5340DDDC0E83C98E3C4000000044D44C5340F5B9382B698E3C40000000A4FB4C534063708DA5178E3C40000000F4414D534077D292A2958E3C40FFFFFFFB484D5340CD2A8C3A2D903C40FFFFFFC75E4D53402E215BCCC4913C4000000084664D53404DBFEE25C8923C4000000090874D5340FCA99CD87A943C40000000409B4D5340D51E62AFA5953C400000005C9D4D53407359CB9FDB963C40FFFFFF15C54D5340C7076E08E3963C4000000056574E5340B5F12E4B33973C40FFFFFF13F34E534046798E039B973C40000000A8044F53409A291BC5AE973C400000005CD84E53408ED2716845983C40000000A8D74E53405B54A30B329A3C40000000D85B4F5340D8F9FC07889B3C40000000D0544F534059B695FCF29C3C4000000090D04F5340FEA32A2CE49C3C400000002202505340688A9E38F49C3C4000000070E14F5340E0D3CED5DB9E3C40000000C4604F53404CC2965C51A13C400000008076505340FDFBCCEE469D3C40000000EACD525340ABF5BA8E69943C4000000014D1525340F0925D6A2D933C40000000E81A535340D78332849F8E3C40FFFFFF03B2545340EA1E9CED12893C40000000547F555340600A5AD148863C4000000034445653409BF8F10108833C40000000CC9F5353409AE7C678987D3C40FFFFFF1BCA515340A8462ED5867F3C4000000038834F53401ACFD2E6117C3C40FFFFFFB3714E534028A47AADBF763C40FFFFFF07594F534075CD97B317743C4000000080684F534088F5F845CB6D3C40000000D4064E534001E54AC2E26A3C4000000070B74C5340E6786FE99F683C4000000094DF4B53403ABE7E3AB1683C40FFFFFF23AA4B53408E97B570CC683C4000000030714B53405AA2166273683C40000000A8264B5340926A933597673C400000006C084B5340C305EAAFC8673C40000000D8F64A5340312F2DB384683C40000000C8E84A5340C1144B4939693C40000000B4C04A5340C1407B3CCB693C400000006C814A534028CB8621336A3C40000000409E4A5340DD86A737FF6B3C4000000000394A534080CD41A0356E3C4000000058FF495340792C24FC706E3C40000000A0B7495340FBA92128486F3C40000000548B49534002E1D2D0C36F3C400000002C68495340C86614C3C86F3C40000000C01F4953406792AE75886F3C40000000DC9A48534061695BAA89703C400000004028485340123DB62172713C400000006017485340B9FAD0132E723C40FFFFFF53F6475340050A1B2268733C40FFFFFFFBD5475340B749A95693743C40000000C8BE475340A55E349731753C4000000014914753404F8AAFD7B0763C400000005C764753400737C9E48C773C400000007431475340976FE95C22793C40000000484E475340E8BFFD153B793C4000000090604753405834DEBE6E7B3C400000001D884753405480B2C8AB7C3C40
Gurgaon,City,Haryana,0103000000010000005D00000000000014864353404234890C35863C40000000E81B43534011E5566A6A853C400000003CC842534088CC84B128863C4000000020C64253402B7E25F168863C4000000000AA4253404205FD12B3863C40000000687E425340FF15619E04873C40000000340D425340380183C6F6873C40FFFFFFAB95415340A9D459155C883C40000000606941534046A2A281B7883C400000009C2D415340F74946596E893C40000000DC0B41534011770B020A8A3C40000000C0DC405340C37A5521548A3C4000000028574053405066A14D1B8A3C40000000181C4053400090B51686883C40FFFFFF2B17405340F53323F3E7873C40000000C88940534091811D61EE863C4000000058AE405340D02848F392863C4000000008EF4053404C298C6741863C40FFFFFF4B14415340A5C7B7F167853C4000000004A8405340C0671B5CC1833C40000000EC38405340C5BF06B250843C40FFFFFFEFCB3F534023D08F820C853C4000000054B33F5340B277420D5D843C40000000ACA63F5340786048A67F843C4000000080693F5340791B87BF74833C4000000060993E5340A3F3F5E26C853C40000000C0663E5340F62332D8C4843C4000000000BE3D53401536D2344D833C4000000090013D5340AD3A1AEA5E813C40000000D0583C53405643AE927C813C4000000070D73B5340EFAA4E2ACF823C4000000050613B5340B454E4CEC2823C4000000000EE3A5340E0EA91C6C1813C40000000D0963A5340EC1CCD59EA823C4000000070423A53403634726F39833C40FFFFFFFF0C3A5340791B87BF74833C4000000040BE395340E0EA91C6C1813C40000000406439534088CAE700AE813C4000000050183953406811803540803C4000000040B0385340FCD5E9EC58803C40000000408338534029017DDC517E3C40000000A0BB365340A58EF17FE9783C40000000C031375340940F2E73B76F3C40FFFFFF1F863753402F4CC31972673C40FFFFFF5F91375340E1348BFAE0613C40000000203A385340AC0F4C2AEB5A3C4000000020C13853408B4434E5F4533C40000000C02E3A5340AA48B6213B4E3C4000000000DD3C5340EE8375D857473C4000000040313F534018F2164A93473C400000008014495340B71518FEEA533C40000000100C495340EBD771F5385A3C4000000070064953408A8A09918A633C4000000020094B534044107C0ED5673C40000000C0E14A5340C1144B4939693C4000000000C04A534080C2BFB5CD693C40FFFFFF1F824A5340DAA744A8306A3C400000008C9D4A5340DD86A737FF6B3C4000000000394A534080CD41A0356E3C40000000A4FE4953400568FB826E6E3C40000000ECB6495340A7F7681A4D6F3C40000000548B49534002E1D2D0C36F3C400000007867495340C86614C3C86F3C40000000C01F4953406792AE75886F3C40000000DC9A48534061695BAA89703C400000008C274853403E739FA86F713C40FFFFFFAB16485340B9FAD0132E723C4000000048D5475340333CA5DD90743C4000000014BE475340A55E349731753C40000000E8AD475340DC8CD2D6CF753C40000000A8754753400D65BB5D8F773C40000000C030475340976FE95C22793C40000000484E4753400CEBCD0740793C400000005055475340449F13333C7A3C40000000DC5F475340EC3903466C7B3C400000001D884753409861E766AC7C3C40FFFFFF77A547534021005FADB97E3C4000000098674753407A8CED602B7F3C40000000F02D475340D9AEBBA9957F3C40000000A0BA465340B1B759C167803C40FFFFFF14A046534020810679A6803C4000000007454653400DE01E6B43813C4000008022224653402ECA9247CC813C40000000AC54465340FD1BD7C3F1823C40000000A80D465340C8EB313877833C4000000080BD4553400DD84C5FEB833C40000000B4204553408E5F8A30A7843C400000001CC84453408CE502ACD3843C4000000008A04453400D275C1B2F853C40000000E496445340B33F6033D1843C400000001854445340A49971C576853C40FFFFFF4B1144534010F27E561C863C4000000014864353404234890C35863C40
South West Delhi,Zone,Delhi,010300000001000000DF00000000000004273A53405AE996EE86A03C40000000F8053A534041790B27B09F3C40000000302939534045FD645BA0A13C4000000050EB3853401A26EE82BBA13C400000001CF3375340229D4430DB9A3C4000000054CA375340E2A3F1415D9A3C4000000024A037534063ADC9DAF8973C400000005056375340A3F3434EED953C400000006029365340B9A3D280B4953C4000000094B9355340B7BACED91D953C4000000070B0355340CA0727EBB1923C4000000088C53553407C94EF2D4A923C4000000020C43553404488008FD8913C4000000064E9355340EED95BA50A903C40FFFFFFB3023653405D127EC5D68F3C40FFFFFFB302365340CF97DC0C738E3C40000000041C3653405E36E1D3DE8D3C4000000028253653400612698CD18C3C40000000FCC836534004E6DBE70B8C3C400000007018375340E5CA838DAB8B3C400000003454375340969CFA7D328B3C40000000D8733753405A74EBC79B8A3C400000003C88375340518F9EFD37893C40000000DCE7375340B83E505272883C40000000D0F33753400C8F8D7567873C40000000681F385340D58CC00E5F863C400000000CC6385340CB767AB127853C40FFFFFF5B58385340F704405466813C4000000010B338534092C97B04A8803C400000008CAF385340FCD5E9EC58803C4000000050183953406811803540803C40000000406439534075429D79B0813C400000008CBD395340B7DADC4DBF813C400000004C0C3A5340791B87BF74833C40000000BC413A534059681EE83B833C40000000D0963A5340EC1CCD59EA823C4000000000EE3A5340E0EA91C6C1813C4000000004623B5340B454E4CEC2823C40000000D8D83B53408EEA9FB1CC823C40000000D0583C534020D640A177813C4000000090013D5340AD3A1AEA5E813C4000000000BE3D534099F37DAD4F833C40FFFFFF27683E5340F62332D8C4843C4000000060993E534061F3945B6F853C4000000080693F5340791B87BF74833C40000000ACA63F5340105A5A3C78843C4000000008B43F5340B277420D5D843C400000003CCB3F53404B7FEE090A853C40000000EC384053409641BBC04B843C4000000004A8405340C0671B5CC1833C40000000B415415340A5C7B7F167853C4000000054EE4053404C298C6741863C400000000CAF405340CDFEAF7A90863C40000000C88940534091811D61EE863C400000007816405340F53323F3E7873C40000000181C4053400090B51686883C400000002857405340A1701ED5188A3C4000000080A44053404603DA8A5B8A3C400000000CDC405340468F5812598A3C40000000900C415340BEC58E7A0C8A3C400000009C2D415340F74946596E893C40000000146A4153400DE12DFAB9883C400000006096415340A9D459155C883C40000000800C425340BC2EF34DF4873C40000000B47D4253400187F61607873C400000004CA942534033AB2B04B8863C4000000020C64253406B95BE696B863C40000000A4C942534053651F2A2B863C40000000E81B435340A3F3F5E26C853C4000000014864353404234890C35863C40FFFFFF4B114453404600E4DD19863C400000006453445340A49971C576853C40000000E4964453408CE502ACD3843C4000000008A04453400D275C1B2F853C40FFFFFFCFC8445340987CA524D6843C40000000B42045534072012EA9A9843C4000000080BD4553400DD84C5FEB833C40000000A80D465340C8EB313877833C40000000AC54465340FD1BD7C3F1823C400000802222465340DA307CF8CB813C4000000007454653400DE01E6B43813C40FFFFFF14A046534020810679A6803C40000000A0BA465340B1B759C167803C40000000F02D47534001B77D22987F3C400000009867475340DA11B2D92D7F3C40FFFFFFC2874753404C303E70EF7E3C40FFFFFF77A547534009322D0FB97E3C400000000E97475340C4E6690BB37D3C400000001D884753405480B2C8AB7C3C400000004712485340D82374C1137C3C40000000CE3F485340E5E8A95F147C3C40000000B567485340233C1997597C3C40000000F68F485340AC05D0A41D7C3C400000002B9748534090B77E293D7C3C4000000037B8485340C6CDB8B80B7C3C40000000E8BB485340E2F380D8167C3C400000007EDA4853405A081C3FD27B3C4000000014F948534068FD53078D7B3C40FFFFFF2334495340191123E3357B3C400000008041495340CE3D81E0E77B3C400000004450495340039766255D7D3C40000000246149534047CB41FA6B7D3C40000000F87D495340C3517BE5227E3C40000000C853495340A19E4655547E3C40000000083249534080CAE66A7F7F3C400000000C7949534026FDDFC1E47F3C40FFFFFFAFC54953406811803540803C400000009CF7495340D6B164DE5D803C40000000F4444A53406852DFCF62803C400000004CBF4A5340BECF9B51B9803C4000000090114B534024A5BB7B2D813C40000000743C4B534014E3AEEB0B823C40000000C8154B534071BFFA015B823C40000000ECF14A534060A29CBC9D823C4000000018024B534029832EFA60833C4000000044124B53405CF9563624843C4000000010FB4A53409E0252A355843C40000000C0E14A5340E66F919784843C4000000040F84A534020B1AB1805853C400000002CD04A5340D17D56561B853C4000000080D64A5340F8190923AD853C40000000BCC74A5340CCFC1B7EB9853C4000000038F14A5340055726868C873C40000000001A4B5340878A0C955A893C400000001C764B5340505A23339F8B3C4000000020904B5340288D6823A08C3C4000000010AF4B534041C8627C2A8D3C4000000060C84B53401C26B8B9C28C3C40000000B00E4C5340E81901E7788F3C4000000094664C534019A36CBD098F3C40000000209E4C5340B1B40BEBFA8E3C4000000074D14C53400803A80AC78E3C40000000F8D44C5340619DCFB2668E3C40000000A4FB4C534063708DA5178E3C40000000A8424D534001C12A2A938E3C40000000B0494D5340CD2A8C3A2D903C40FFFFFFC75E4D534080310654C2913C4000000084664D53404DBFEE25C8923C4000000090874D53402F3FE1507D943C40000000409B4D53405E7F2437A3953C400000005C9D4D53407359CB9FDB963C40000000F49B4D5340D34F053762973C40000000FA684D5340DA891E1A57973C400000002C464D5340D911D92483983C40FFFFFF8B134D5340203CEE97AF983C40000000FCC14C534013E75D8D8A983C40000000248B4C5340588CEDFA67983C4000000054884C53400B7E33A43F973C4000000010364C5340E52058A1F2943C400000002CDE4B534048D9D35D45953C40FFFFFF03344B5340C156C8CB53963C4000000002CD4A5340B0E2C21FAD983C40000000C0954B53402D7917D3DD9F3C400000006C084B53407C8CC5CB55A23C400000003AC349534088D102ED76A73C400000006071485340D6E66AB45DA13C40000000004A4853400A79CC9BEDA23C40000000D0B7465340517C063CDF9C3C40000000703646534014103E83D99B3C40000000203C455340A8033530829D3C40000000502B445340EAB6FC76979F3C400000007CE143534067897B132A9E3C40000000A4AA4353403FA4D90A059E3C400000001C6043534043A45133209E3C40FFFFFF4F4A435340EB7DDCD09F9D3C40000000887B435340470372306B9C3C40000000E06E435340D672DCA2CF9B3C400000002854435340763CD9DE6C9B3C40000000602B435340BD5DBE666A9B3C40000000A423435340D6FA5BA2079B3C4000000068054353403127C949FB9A3C4000000090FB4253402870A3EE679B3C40000000A88942534074686DFE629B3C4000000054564253404D0D55AA649A3C40000000F81B4253404402FCD5269D3C400000003020425340C828C1E09A9D3C40000000402E4253401992D4B9CE9D3C40FFFFFF3F0142534032A6F3B3479E3C4000000008D0415340399B79BDBB9E3C40000000E8D2405340216216B7D29F3C40000000308B405340EAB6FC76979F3C40000000F025405340E0AA974855A33C400000009418405340FC0A591F4CA43C400000003CF83F5340DD86529EAAA53C40000000A4F93F5340EF0CDA844DA63C40000000801D40534026A1AA0DBFA63C40FFFFFF07E13F5340570A7CFD37A73C40FFFFFF23B63F53404FFCEB2878A73C4000000030AA3F534035D3A6BBBFA73C400000008C8A3F5340B1D361D604A83C40000000108E3F5340AB9C873C80A83C40000000D4423F5340B995DFA620A93C4000000034B63E5340338290187DA73C40000000048C3E5340CCDE217947A83C4000000094563E5340E547EFF049A83C400000005C253E5340AB9C873C80A83C4000000010263E5340CE9F7641A5A83C40000000DCE13D5340ED02076CE5A83C400000002CA13D5340FBEB06BC40A93C4000000060D73C5340A56D0AA65FAB3C4000000068DE3C53404BE6D3ADA9AB3C400000008CBA3C5340C83E8590D8AB3C400000007C7F3C534064E7424EECAB3C400000002C663C53409C647004B6AB3C4000000084FF3B5340FD2F23118CAB3C40000000E8B93B5340906E24CB48AA3C400000005CAF3B534000CB05286DA93C4000000058953B5340B2D341B9A7A83C400000002C2B3B53403FAC000D4BA63C4000000084783B534013A953D34CA53C4000000058953B53402E97924C8CA43C400000004C283C534055ED8A6688A23C40000000A4753C5340CD17386114A23C40000000AC4F3C5340F8DB824693A03C40000000F4343C5340B79C0EF70DA03C40000000C4DD3B534047D41994519E3C40FFFFFF03BC3B534038CCCAF4829E3C40000000E0583B5340CCA707BFA89F3C40000000F4263B53400559648EA4A03C40000000ECF23A534001B6217471A13C40000000E0D13A534069963A3BAAA13C40000000B8813A5340754E9342CFA13C4000000004273A53405AE996EE86A03C40
